FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 pct_correct	 num_reps	 norm_rev
m18c583r3.htb	90.000	3.000	0.000	16.000	-3.512	-8.805	-1.246	5.847	2.964	16.058	0.714	6.000	AllTrials	
m18c583r3.htb	90.000	3.000	0.000	60.000	-0.735	-1.604	0.056	1.331	0.766	 NaN	0.806	6.000	AllTrials	
m18c583r3.htb	90.000	3.000	4.000	16.000	-0.957	-2.544	0.245	2.543	1.436	 NaN	0.816	6.000	AllTrials	
m18c583r3.htb	90.000	3.000	4.000	60.000	-1.620	-3.500	-1.215	1.062	0.181	 NaN	0.759	6.000	AllTrials	
m18c585r3.htb	90.000	1.000	0.000	16.000	-1.308	-2.366	-0.459	1.674	0.647	3.352	0.757	10.000	AllTrials	
m18c585r3.htb	90.000	2.000	0.000	16.000	-0.884	-1.936	-0.026	2.024	1.171	3.861	0.829	10.000	AllTrials	
m18c585r3.htb	90.000	2.000	0.000	60.000	-0.853	-1.468	-0.168	0.904	0.232	2.316	0.814	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	-4.000	16.000	-2.170	-3.479	-1.125	2.386	1.470	4.486	0.757	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	-4.000	60.000	1.097	 NaN	1.230	0.263	0.029	 NaN	0.944	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	0.000	16.000	-0.395	-1.529	0.395	1.989	1.025	3.831	0.823	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	0.000	60.000	-0.539	-1.230	-0.273	0.430	0.054	 NaN	0.843	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	4.000	16.000	-0.011	-0.991	1.155	2.156	0.900	3.898	0.816	10.000	AllTrials	
m18c585r3.htb	90.000	3.000	4.000	60.000	-2.137	-3.217	-1.230	1.188	0.314	 NaN	0.730	10.000	AllTrials	
m24c222r3.htb	90.000	1.000	0.000	16.000	-1.913	-3.433	-0.832	2.766	1.706	5.061	0.729	9.000	AllTrials	
m24c222r3.htb	90.000	2.000	0.000	16.000	-0.880	-2.347	0.778	3.489	1.574	6.524	0.765	9.000	AllTrials	
m24c222r3.htb	90.000	2.000	0.000	60.000	-0.417	-1.365	0.421	1.942	1.199	 NaN	0.838	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	-4.000	16.000	-1.484	-2.692	-0.817	1.607	0.768	2.976	0.800	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	-4.000	60.000	1.661	0.699	2.606	1.760	0.946	 NaN	0.871	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	0.000	16.000	-0.823	-2.283	0.409	3.339	1.976	5.778	0.786	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	0.000	60.000	-0.288	-0.979	0.134	0.907	0.273	1.964	0.892	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	4.000	16.000	0.169	-1.078	1.603	3.443	1.989	5.635	0.792	9.000	AllTrials	
m24c222r3.htb	90.000	3.000	4.000	60.000	-1.174	-1.708	-0.807	0.873	0.301	 NaN	0.802	9.000	AllTrials	
m24c224r3.htb	90.000	1.000	0.000	16.000	-2.897	-4.618	-1.587	2.996	1.970	 NaN	0.696	7.000	AllTrials	
m24c224r3.htb	90.000	2.000	0.000	16.000	-2.008	-5.217	-0.426	4.852	2.941	9.464	0.592	7.000	AllTrials	
m24c224r3.htb	90.000	2.000	0.000	60.000	-1.102	-2.556	-0.199	2.230	1.257	4.499	0.804	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	-4.000	16.000	-2.659	-3.379	-1.325	1.144	0.387	 NaN	0.696	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	-4.000	60.000	0.061	0.063	0.063	0.222	0.236	0.236	0.929	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	0.000	16.000	-2.317	-4.273	-1.124	3.062	2.019	 NaN	0.696	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	0.000	60.000	-0.945	-2.098	-0.101	1.738	0.932	 NaN	0.806	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	4.000	16.000	-1.637	-3.196	-0.545	2.559	1.546	 NaN	0.768	7.000	AllTrials	
m24c224r3.htb	90.000	3.000	4.000	60.000	-1.230	-1.919	-1.123	0.225	 NaN	0.329	0.786	7.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.164	-0.200	2.196	1.401	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.523	-0.296	2.536	1.589	4.499	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.744	-0.504	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.089	0.760	2.288	1.232	4.165	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.854	2.489	1.352	0.558	 NaN	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.040	0.753	2.040	1.198	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.738	0.078	0.666	0.315	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.212	4.144	3.349	2.149	 NaN	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.745	-1.205	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.211	-0.223	2.196	1.402	4.065	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.587	-0.342	2.536	1.530	4.464	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.690	-0.513	1.155	0.741	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.230	0.700	2.288	1.268	4.378	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.842	2.495	1.352	0.524	2.943	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.144	0.684	2.040	1.202	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.744	0.078	0.666	0.315	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.170	3.878	3.349	2.137	6.003	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.106	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.090	-0.220	2.196	1.383	4.017	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.450	-0.296	2.536	1.589	4.706	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.725	-0.504	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.134	0.786	2.288	1.241	4.199	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.880	2.504	1.352	0.635	2.771	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.097	0.596	2.040	1.263	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.781	0.078	0.666	0.272	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.112	3.970	3.349	2.090	5.832	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.205	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-0.900	-1.904	-0.178	2.122	1.387	4.031	0.835	13.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.105	-2.015	-0.247	2.245	1.461	3.939	0.769	13.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-1.094	-1.677	-0.631	1.082	0.774	 NaN	0.813	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.472	-1.376	0.336	2.287	1.306	3.923	0.802	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.377	0.787	2.287	1.356	0.752	 NaN	0.868	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	0.159	-0.591	0.972	1.999	1.201	3.811	0.802	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.227	-0.823	-0.020	0.647	0.126	 NaN	0.901	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.418	1.400	3.913	3.391	2.371	 NaN	0.846	13.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.301	-1.757	-1.135	0.251	 NaN	0.273	0.769	13.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.152	-0.263	2.196	1.369	4.225	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.643	-0.417	2.536	1.563	4.475	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.821	-0.543	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.051	0.797	2.288	1.308	4.630	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.854	2.563	1.352	0.593	3.421	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.043	0.690	2.040	1.225	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.744	0.035	0.666	0.272	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.148	4.004	3.349	2.141	 NaN	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.106	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.168	-0.222	2.196	1.402	4.067	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.498	-0.309	2.536	1.497	4.543	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.665	-0.504	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.035	0.747	2.288	1.238	4.249	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.854	2.531	1.352	0.530	3.160	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.103	0.679	2.040	1.249	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.744	0.078	0.666	0.315	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.130	3.968	3.349	2.125	5.842	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.205	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.074	-0.218	2.196	1.418	4.372	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.504	-0.318	2.536	1.563	4.788	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.692	-0.513	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.052	0.762	2.288	1.298	4.387	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.835	2.343	1.352	0.631	3.315	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.003	0.639	2.040	1.233	3.828	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.760	0.035	0.666	0.298	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.151	3.936	3.349	2.147	6.241	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.106	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.237	-0.272	2.196	1.369	4.630	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.581	-0.382	2.536	1.556	4.515	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.734	-0.504	1.155	0.701	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.154	0.757	2.288	1.273	4.035	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.842	2.414	1.352	0.640	 NaN	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.132	0.580	2.040	1.233	 NaN	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.738	0.078	0.666	0.315	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.096	3.980	3.349	2.116	5.658	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.106	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m24c229r3.htb	90.000	1.000	0.000	16.000	-1.277	-2.590	-0.451	2.402	1.189	3.867	0.794	13.000	AllTrials	
m24c229r3.htb	90.000	2.000	0.000	16.000	1.480	-0.061	3.205	4.344	2.588	7.611	0.757	13.000	AllTrials	
m24c229r3.htb	90.000	2.000	0.000	60.000	0.143	-0.175	0.211	0.231	 NaN	0.326	0.948	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	-4.000	16.000	-1.243	-2.439	-0.432	2.324	1.177	3.944	0.758	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	-4.000	60.000	1.358	1.331	1.331	0.342	0.277	0.277	0.908	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	0.000	16.000	0.222	-0.282	0.737	1.127	0.658	2.007	0.885	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	0.000	60.000	-0.646	-1.077	-0.377	0.400	0.104	1.115	0.848	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	4.000	16.000	0.856	0.037	1.717	2.265	1.430	4.024	0.834	13.000	AllTrials	
m24c229r3.htb	90.000	3.000	4.000	60.000	-1.310	-2.207	-1.074	0.775	0.368	 NaN	0.780	13.000	AllTrials	
m18c628r3.htb	90.000	1.000	0.000	16.000	0.943	0.132	1.700	0.964	0.383	 NaN	0.914	5.000	AllTrials	
m18c628r3.htb	90.000	2.000	0.000	16.000	0.513	0.513	0.513	0.004	 NaN	 NaN	0.943	5.000	AllTrials	
m18c628r3.htb	90.000	2.000	0.000	60.000	-0.566	-1.237	0.043	0.733	0.196	 NaN	0.857	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	-4.000	16.000	-0.722	-2.199	0.226	1.588	0.370	 NaN	0.776	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	-4.000	60.000	1.176	1.086	1.257	0.214	0.021	0.556	0.943	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	0.000	16.000	1.509	0.452	3.500	1.759	0.264	5.086	0.857	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	0.000	60.000	-0.129	-1.171	0.694	1.332	0.697	 NaN	0.857	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	4.000	16.000	1.577	-0.177	4.201	3.893	2.028	 NaN	0.800	5.000	AllTrials	
m18c628r3.htb	90.000	3.000	4.000	60.000	-0.916	-1.557	-0.171	0.930	0.271	 NaN	0.829	5.000	AllTrials	
m18c625r3.htb	90.000	1.000	0.000	16.000	-2.919	-3.652	-1.901	1.258	0.536	 NaN	0.683	8.000	AllTrials	
m18c625r3.htb	90.000	2.000	0.000	16.000	-0.585	-1.310	0.098	1.082	0.414	 NaN	0.863	8.000	AllTrials	
m18c625r3.htb	90.000	2.000	0.000	60.000	-1.054	-1.202	-0.818	0.237	0.052	0.790	0.808	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	-4.000	16.000	-1.191	-2.649	0.368	3.112	1.507	6.787	0.685	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	-4.000	60.000	0.046	-0.522	0.652	1.051	0.660	 NaN	0.937	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	0.000	16.000	-1.861	-3.643	-0.855	2.705	1.687	5.027	0.726	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	0.000	60.000	-0.922	-1.656	-0.332	1.195	0.729	 NaN	0.794	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	4.000	16.000	-0.373	-2.199	1.316	4.448	2.995	8.332	0.712	8.000	AllTrials	
m18c625r3.htb	90.000	3.000	4.000	60.000	-1.538	 NaN	 NaN	0.253	0.035	0.486	0.730	8.000	AllTrials	
m18c588r2.htb	90.000	1.000	0.000	16.000	0.428	-0.207	1.347	2.057	0.995	3.208	0.825	18.000	AllTrials	
m18c588r2.htb	90.000	2.000	0.000	16.000	1.426	0.746	2.159	1.784	1.026	3.143	0.865	18.000	AllTrials	
m18c588r2.htb	90.000	2.000	0.000	60.000	0.123	-0.227	0.497	0.758	0.270	1.504	0.897	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	-4.000	16.000	0.531	-0.188	1.299	2.131	1.400	3.558	0.849	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	-4.000	60.000	1.169	0.922	1.240	0.217	 NaN	0.307	0.944	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	0.000	16.000	0.700	-0.177	1.612	2.932	1.873	4.232	0.825	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	0.000	60.000	0.171	-0.220	0.543	0.975	0.593	1.667	0.889	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	4.000	16.000	0.871	0.245	1.521	1.862	1.261	3.339	0.865	18.000	AllTrials	
m18c588r2.htb	90.000	3.000	4.000	60.000	-0.763	-1.210	-0.464	0.753	0.480	1.211	0.841	18.000	AllTrials	
m18c588r3.htb	90.000	1.000	0.000	16.000	0.748	0.028	1.731	2.063	1.108	3.625	0.829	14.000	AllTrials	
m18c588r3.htb	90.000	2.000	0.000	16.000	1.658	0.861	2.663	2.033	1.013	3.565	0.838	14.000	AllTrials	
m18c588r3.htb	90.000	2.000	0.000	60.000	0.151	-0.091	0.579	0.618	0.218	 NaN	0.914	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	-4.000	16.000	0.989	0.289	1.715	1.748	1.066	3.154	0.867	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	-4.000	60.000	1.176	0.966	1.257	0.214	 NaN	0.314	0.943	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	0.000	16.000	0.798	-0.094	1.825	2.886	1.769	4.376	0.819	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	0.000	60.000	0.034	-0.412	0.410	0.941	0.302	1.542	0.886	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	4.000	16.000	0.807	0.049	1.523	2.040	1.306	4.034	0.848	14.000	AllTrials	
m18c588r3.htb	90.000	3.000	4.000	60.000	-0.566	-1.028	-0.160	0.733	0.469	 NaN	0.857	14.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.403	3.440	2.627	1.278	5.307	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.377	1.230	1.000	0.163	2.691	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	0.974	0.818	0.131	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.061	2.305	1.892	1.048	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.384	1.722	0.276	0.032	1.525	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.647	3.380	2.451	1.395	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.052	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.299	4.006	1.792	0.497	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.448	0.080	1.277	0.719	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.413	0.769	3.614	1.505	0.327	 NaN	0.879	5.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.254	-0.474	1.230	0.768	0.051	 NaN	0.890	5.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.087	-0.578	1.028	0.989	0.172	 NaN	0.857	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	-0.053	-1.187	0.705	0.993	0.298	 NaN	0.907	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	2.328	 NaN	2.350	0.244	0.130	 NaN	0.829	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	2.180	0.780	3.992	2.862	1.645	 NaN	0.800	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.298	-0.233	1.306	0.956	0.422	 NaN	0.900	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.056	0.924	3.689	1.700	0.398	 NaN	0.836	5.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.704	-2.297	0.071	1.527	0.848	 NaN	0.800	5.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.535	0.557	2.597	2.225	1.316	4.426	0.824	9.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	-0.094	-0.820	0.527	1.061	0.234	2.454	0.857	9.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	-0.072	-0.621	0.290	0.753	0.289	 NaN	0.886	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	0.330	-0.337	0.990	1.108	0.313	2.453	0.900	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.452	 NaN	1.515	0.221	 NaN	0.362	0.857	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.739	0.678	3.650	2.904	1.352	5.372	0.783	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	-0.127	-0.797	0.420	1.181	0.734	 NaN	0.884	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	1.490	0.458	2.660	2.208	1.364	 NaN	0.835	9.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.940	-1.697	-0.394	1.239	0.773	 NaN	0.798	9.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.508	3.470	2.627	1.358	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.424	1.209	1.000	0.153	2.733	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	1.146	0.818	0.118	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.033	2.212	1.892	1.048	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.272	1.722	0.276	0.032	1.047	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.642	3.462	2.451	1.317	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.175	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.230	3.903	1.792	0.497	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.319	0.167	1.277	0.732	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.411	3.403	2.627	1.511	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.366	1.230	1.000	0.153	2.848	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	0.974	0.818	0.131	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.076	2.397	1.892	1.025	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.387	1.722	0.276	0.032	1.208	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.582	3.344	2.451	1.395	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.052	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.264	3.779	1.792	0.427	3.605	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.294	0.171	1.277	0.732	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.471	3.403	2.627	1.431	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.374	1.230	1.000	0.225	3.043	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	1.146	0.818	0.131	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.061	2.165	1.892	1.025	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.378	1.722	0.276	0.032	1.088	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.541	3.301	2.451	1.255	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.052	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.265	3.903	1.792	0.508	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.440	0.125	1.277	0.758	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.505	3.521	2.627	1.456	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.368	1.230	1.000	0.153	2.854	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	0.974	0.818	0.131	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	-0.004	2.162	1.892	1.025	 NaN	0.895	6.000	AllTrials	
