FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c189r2.htb 25.000 32.000 0.137 0.127 0.191 0.788 1.420 1.075 -308.520 -11.456 -9.715 300.000 60.815 178.863 0.499 0.458 0.497 0.946 0.318 1.028 0.000 0.000 0.659 0.267 0.172 0.414 0.545 -0.206 0.595 
m2c190r2.htb 25.000 35.000 0.256 0.504 0.161 1.225 1.296 1.021 0.971 -1.653 0.436 48.797 12.421 12.765 0.479 0.439 0.488 0.622 0.176 0.792 180.000 180.000 0.005 0.001 0.836 -0.906 -0.968 -0.765 0.016 
m2c191r2.htb 25.000 35.000 -0.491 0.032 -0.478 1.283 1.409 1.056 -5.195 0.004 -230.778 23.069 30.806 300.000 0.512 0.533 0.551 0.770 0.420 0.292 180.000 180.000 0.006 0.089 0.830 -0.598 -0.190 -0.455 0.219 
m2c193r2.htb 25.000 52.000 0.295 0.628 0.157 1.235 1.564 1.022 -35.309 -41.363 16.525 118.881 300.000 150.173 0.570 0.399 0.457 0.046 0.010 0.218 180.000 180.000 0.893 0.361 0.053 -0.347 -0.745 0.728 0.026 
m2c195r2.htb 25.000 30.000 0.021 -0.132 -0.217 1.110 1.507 0.902 27.381 13.034 13.707 141.855 300.000 126.260 0.469 0.552 0.559 0.522 0.234 0.328 180.000 0.000 0.226 0.836 -0.449 0.081 -0.204 -0.255 0.508 
m2c196r3.htb 25.000 27.000 0.435 -0.101 0.302 0.912 1.796 0.922 -0.686 0.648 0.351 6.517 3.833 3.298 0.602 0.554 0.680 0.066 0.286 0.004 0.000 0.000 0.000 0.000 0.965 0.992 0.987 0.973 0.000 
m2c197r2.htb 26.000 42.000 0.339 -0.532 0.108 1.102 1.218 1.210 -0.548 0.154 0.495 12.262 3.154 3.347 0.534 0.671 0.547 0.390 0.000 0.262 0.000 0.000 0.000 0.000 0.932 0.996 0.987 0.944 0.000 
m2c198r2.htb 27.000 20.000 -0.005 -0.546 -0.263 0.820 1.497 0.767 0.472 0.271 0.251 6.791 3.527 3.855 0.546 0.704 0.605 0.496 0.002 0.136 0.000 0.000 0.003 0.002 0.858 0.884 0.849 0.682 0.043 
m2c199r2.htb 30.000 30.000 -0.265 0.130 -0.237 0.999 1.130 0.841 0.408 -4.144 0.493 17.254 18.703 10.740 0.560 0.503 0.527 0.264 0.938 0.588 0.000 0.000 0.000 0.031 -0.956 -0.712 -0.850 0.602 0.086 
m2c200r2.htb 30.000 30.000 -0.094 0.219 0.273 1.179 1.124 0.936 3.575 1.632 0.264 9.065 7.868 5.742 0.564 0.539 0.406 0.272 0.478 0.086 0.000 0.000 0.000 0.001 0.921 0.899 0.931 0.959 0.000 
m2c202r2.htb 30.000 40.000 0.097 -0.293 0.170 0.839 0.943 0.965 -3.673 1.480 0.729 70.467 24.974 52.827 0.581 0.521 0.519 0.182 0.646 0.606 0.000 0.000 0.125 0.121 -0.550 -0.555 -0.386 0.586 0.097 
m2c214r2.htb 30.000 26.000 -0.318 0.098 -0.318 1.027 0.827 0.694 3.446 0.169 0.802 12.327 4.822 3.308 0.528 0.625 0.647 0.608 0.072 0.070 0.000 0.000 0.001 0.000 -0.898 -0.928 -0.970 0.884 0.002 
m2c220r2.htb 30.000 20.000 -0.035 -0.659 -0.184 1.261 1.183 0.801 -25.636 1.364 1.624 70.481 9.242 13.880 0.559 0.440 0.549 0.386 0.404 0.540 180.000 180.000 0.187 0.000 0.484 -0.919 -0.793 -0.333 0.381 
