FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m5c35r2.htb 23.068 27.843 45.323 0.313 0.299 0.481 0.506 0.494 0.519 0.701 0.687 
m5c37r2.htb 27.003 56.264 16.837 0.300 0.351 0.490 0.418 0.582 0.510 0.649 0.700 
m5c38r2.htb 64.455 29.671 12.763 0.434 0.396 0.565 0.511 0.489 0.435 0.604 0.566 
m5c40r2.htb 21.668 18.149 28.635 0.209 0.459 0.470 0.532 0.468 0.530 0.541 0.791 
m5c42r2.htb 11.311 300.000 6.229 0.095 0.186 0.667 0.649 0.351 0.333 0.814 0.905 
m5c46r2.htb 74.957 180.558 60.143 0.439 0.419 0.505 0.383 0.617 0.495 0.581 0.561 
m5c49r2.htb 48.788 178.204 69.763 0.393 0.385 0.507 0.466 0.534 0.493 0.615 0.607 
m5c54r2.htb 86.264 3.599 4.893 0.440 0.516 0.361 0.475 0.525 0.639 0.484 0.560 
m5c60r2.htb 9.067 4.040 14.339 0.079 0.205 0.333 0.408 0.592 0.667 0.795 0.921 
m5c63r2.htb 9.521 7.310 3.499 0.113 0.199 0.240 0.373 0.627 0.760 0.801 0.887 
m5c66r2.htb 6.272 12.612 4.194 0.049 0.077 0.336 0.474 0.526 0.664 0.923 0.951 
m5c67r2.htb 169.726 13.987 82.496 0.443 0.529 0.496 0.495 0.505 0.504 0.471 0.557 
m5c69r2.htb 5.615 6.987 13.993 0.028 0.107 0.297 0.503 0.497 0.703 0.893 0.972 
m5c70r2.htb 15.397 49.782 38.718 0.149 0.330 0.492 0.463 0.537 0.508 0.670 0.851 
m5c71r2.htb 14.859 14.799 7.613 0.170 0.289 0.463 0.437 0.563 0.537 0.711 0.830 
m5c74r2.htb 43.984 8.351 11.723 0.388 0.387 0.398 0.452 0.548 0.602 0.613 0.612 
m5c75r2.htb 5.707 2.604 40.813 0.004 0.145 0.327 0.468 0.532 0.673 0.855 0.996 
m5c79r2.htb 55.495 69.319 102.599 0.363 0.529 0.477 0.413 0.587 0.523 0.471 0.637 
m5c81r2.htb 21.546 6.933 10.114 0.266 0.340 0.388 0.401 0.599 0.612 0.660 0.734 
m5c82r2.htb 23.817 41.205 12.969 0.343 0.269 0.298 0.453 0.548 0.703 0.731 0.657 
m5c83r2.htb 30.469 29.929 25.661 0.338 0.335 0.438 0.527 0.473 0.562 0.665 0.662 
m5c87r2.htb 18.712 30.183 56.958 0.216 0.359 0.385 0.504 0.496 0.615 0.641 0.784 
m5c92r2.htb 36.438 135.850 55.398 0.337 0.417 0.466 0.483 0.517 0.534 0.583 0.663 
m5c94r2.htb 63.045 31.554 14.917 0.375 0.512 0.445 0.511 0.489 0.555 0.487 0.625 
m5c95r2.htb 300.000 300.000 141.399 0.552 0.404 0.444 0.518 0.482 0.556 0.596 0.448 
m5c100r2.htb 26.360 300.000 29.351 0.345 0.297 0.412 0.401 0.599 0.588 0.703 0.655 
m5c103r2.htb 3.830 71.553 3.151 0.000 0.000 0.421 0.269 0.731 0.579 1.000 1.000 
m5c107r2.htb 164.080 300.000 300.000 0.454 0.496 0.495 0.539 0.461 0.505 0.504 0.546 
m5c108r3.htb 300.000 60.560 27.049 0.542 0.399 0.466 0.516 0.484 0.534 0.601 0.458 
m5c109r2.htb 27.183 300.000 31.566 0.295 0.381 0.452 0.539 0.461 0.548 0.619 0.705 
m5c111r2.htb 100.059 22.137 86.985 0.427 0.462 0.431 0.551 0.449 0.569 0.537 0.573 
m5c118r2.htb 9.421 131.679 13.268 0.036 0.309 0.410 0.430 0.570 0.590 0.691 0.964 
m5c125r2.htb 6.479 12.214 24.647 0.044 0.131 0.302 0.353 0.647 0.698 0.869 0.956 
m5c128r2.htb 106.598 9.407 11.946 0.390 0.573 0.520 0.474 0.526 0.480 0.427 0.610 
m5c129r2.htb 7.803 7.746 23.417 0.025 0.221 0.332 0.430 0.570 0.668 0.779 0.975 
m5c135r2.htb 10.683 164.080 15.858 0.049 0.246 0.516 0.477 0.523 0.484 0.754 0.951 
m5c140r2.htb 69.783 16.481 102.808 0.425 0.404 0.542 0.540 0.460 0.458 0.596 0.575 
m5c152r2.htb 30.664 35.010 86.474 0.288 0.386 0.459 0.612 0.388 0.541 0.614 0.712 
m5c154r2.htb 21.746 14.729 13.471 0.292 0.269 0.380 0.488 0.512 0.620 0.731 0.708 
m5c156r2.htb 27.118 42.270 94.033 0.289 0.454 0.368 0.506 0.494 0.632 0.546 0.711 
m5c159r2.htb 54.314 35.509 23.499 0.381 0.488 0.300 0.425 0.575 0.700 0.512 0.619 
m5c163r2.htb 38.969 8.016 157.417 0.323 0.427 0.615 0.540 0.460 0.385 0.573 0.677 
m5c164r3.htb 9.860 5.702 113.486 0.027 0.255 0.446 0.429 0.571 0.554 0.745 0.973 
m5c166r2.htb 56.333 58.753 17.990 0.387 0.507 0.474 0.479 0.521 0.526 0.493 0.613 
m5c167r2.htb 19.659 30.892 300.000 0.170 0.456 0.344 0.615 0.385 0.656 0.544 0.830 
m5c170r2.htb 3.913 9.931 8.627 0.000 0.046 0.243 0.494 0.506 0.757 0.954 1.000 
