FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m5c454r1.htb 85.809 99.340 103.960 106.271 75.248 77.888 91.089 89.769 93.729 116.172 89.769 7.287 14.055 0.808 9.262 7.486 7.105 5.065 7.013 9.002 8.114 74.917 86.139 106.601 104.290 147.855 138.944 158.086 141.914 88.779 104.950 31.817 9.471 1.457 7.486 4.917 7.869 1.457 9.810 25.535 16.148 
m5c455r1.htb 81.848 129.043 90.429 124.092 80.198 82.838 81.518 102.310 97.690 89.109 120.792 8.641 10.105 7.013 8.488 18.972 16.454 29.870 17.730 5.982 5.731 120.792 71.617 75.908 120.462 157.096 134.653 158.086 153.465 96.040 102.970 9.801 12.052 10.057 18.712 21.752 14.055 11.165 12.146 7.796 7.409 
m5c458r1.htb 81.848 122.772 64.026 59.406 69.307 77.888 81.518 86.469 93.729 87.459 76.568 33.261 21.308 0.990 13.357 2.021 26.991 20.843 16.153 26.662 22.862 96.700 68.647 84.488 106.931 53.465 55.941 58.416 37.954 103.960 85.149 21.204 11.743 27.495 19.802 11.963 2.475 4.201 5.255 14.851 35.829 
m5c459r1.htb 88.779 103.300 107.261 105.281 103.630 104.950 115.842 92.409 109.901 120.132 94.389 11.638 2.651 7.048 14.791 8.603 7.890 7.869 11.003 29.903 16.938 67.657 113.201 97.690 171.287 134.323 107.261 92.079 77.228 67.327 82.508 8.204 21.965 10.321 12.852 8.294 4.278 16.374 7.796 7.796 8.353 
m5c460r1.htb 89.851 141.254 123.762 126.733 125.083 109.241 114.191 145.215 108.911 123.432 126.403 32.245 10.595 3.052 21.400 11.383 6.907 23.192 14.365 5.255 19.457 81.188 116.502 129.373 179.868 209.571 162.376 152.805 136.964 130.033 67.987 7.890 7.151 0.404 8.641 9.244 24.222 2.915 15.534 10.250 9.934 
m5c461r1.htb 94.059 105.941 113.531 111.221 119.802 99.340 82.838 81.188 78.548 77.888 139.934 12.776 5.615 30.847 44.823 40.975 25.535 13.339 20.403 11.209 31.778 63.036 69.307 63.696 153.795 183.828 135.644 141.914 128.053 142.904 59.736 16.454 10.595 15.660 4.220 9.029 10.571 25.973 21.469 44.197 30.632 
m5c462r1.htb 61.386 81.848 102.970 117.162 75.248 53.135 82.838 79.208 69.307 108.581 83.828 24.104 43.677 30.966 17.034 10.717 12.173 12.445 5.557 4.766 15.754 40.264 46.205 48.845 72.277 105.281 72.277 79.868 103.300 100.330 43.894 8.294 3.981 12.724 3.052 12.072 8.517 18.261 6.907 7.287 2.915 
m5c464r1.htb 47.277 64.026 49.835 45.875 52.145 43.564 51.815 55.116 51.155 49.505 54.455 9.468 7.439 9.740 9.520 3.183 6.772 9.294 7.548 3.849 6.592 55.198 77.228 77.228 70.297 30.693 43.069 35.314 16.584 34.323 61.716 11.436 18.158 17.044 7.431 4.884 16.205 1.190 4.926 9.259 8.010 
m5c465r1.htb 81.683 77.228 62.046 76.898 65.017 87.129 73.927 85.809 77.888 72.937 67.987 12.307 8.754 13.654 4.917 15.639 2.459 3.856 3.454 8.084 8.865 73.927 82.178 106.271 105.281 51.485 65.677 60.396 37.294 41.914 74.587 10.694 7.309 14.758 10.533 7.309 10.154 11.114 4.501 3.157 6.275 
m5c466r1.htb 60.726 101.320 100.990 97.360 73.927 93.729 145.215 115.512 104.620 90.759 105.941 24.517 6.895 18.059 17.211 6.617 1.069 5.065 16.153 6.353 8.517 101.980 100.330 114.191 193.069 141.254 108.911 120.792 79.538 64.686 77.228 2.524 5.065 10.509 6.417 21.123 5.557 41.590 16.602 2.651 17.163 
