 FILE	        neuro1 	 neuro2 	 stim 	 pref1 	 p1 	 pref2 	 p2 	 DiffPref 	 noisecorrelation
m17c41r1.htb	 1.0000	 3.0000	 2.0000	 5.1656	 0.0000	 5.1656	 0.0000	 125.2655	 0.0906	 -0.4696	 
m17c41r1.htb	 2.0000	 3.0000	 1.0000	 56.3099	 0.6303	 56.3099	 0.2922	 239.0429	 -0.2003	 -0.3756	 
m17c41r1.htb	 2.0000	 3.0000	 2.0000	 107.1393	 0.7360	 107.1393	 0.0000	 23.2918	 -0.0197	 -0.2364	 
m17c41r2.htb	 1.0000	 2.0000	 1.0000	 22.5000	 0.5396	 22.5000	 0.1977	 115.8860	 -0.0575	 -0.1935	 
m17c41r2.htb	 1.0000	 2.0000	 2.0000	 125.2176	 0.4484	 125.2176	 0.0107	 66.6321	 -0.0355	 0.0003	 
m17c41r2.htb	 1.0000	 3.0000	 1.0000	 22.5000	 0.5396	 22.5000	 0.1346	 115.1596	 -0.1027	 -0.2247	 
m17c41r2.htb	 1.0000	 3.0000	 2.0000	 125.2176	 0.4484	 125.2176	 0.0003	 91.9884	 -0.2141	 0.0736	 
m17c41r2.htb	 2.0000	 3.0000	 1.0000	 138.3860	 0.1977	 138.3860	 0.1346	 0.7264	 0.5550	 0.7715	 
m17c41r2.htb	 2.0000	 3.0000	 2.0000	 58.5855	 0.0107	 58.5855	 0.0003	 158.6205	 0.5227	 -0.4386	 
m17c42r1.htb	 1.0000	 2.0000	 1.0000	 206.4730	 0.0000	 206.4730	 0.1056	 182.4869	 0.2155	 -0.6383	 
m17c42r1.htb	 1.0000	 2.0000	 2.0000	 186.8439	 0.0000	 186.8439	 0.0000	 29.8914	 -0.0689	 0.6050	 
m17c43r1.htb	 1.0000	 2.0000	 1.0000	 65.7027	 0.1508	 65.7027	 0.0000	 266.0486	 0.0457	 -0.0583	 
m17c43r1.htb	 1.0000	 2.0000	 2.0000	 237.6421	 0.0000	 237.6421	 0.0000	 11.4223	 0.0389	 0.4956	 
m17c44r1.htb	 1.0000	 2.0000	 1.0000	 138.3180	 0.0088	 138.3180	 0.0609	 124.1240	 0.0697	 -0.2417	 
m17c44r1.htb	 1.0000	 2.0000	 2.0000	 48.0274	 0.0000	 48.0274	 0.0000	 109.6345	 0.1391	 -0.1972	 
m17c46r1.htb	 1.0000	 2.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0000	 106.7056	 0.1346	 NaN	 
m17c46r1.htb	 1.0000	 2.0000	 2.0000	 90.0000	 1.0000	 90.0000	 0.0000	 9.5415	 -0.1353	 0.9797	 
m17c46r1.htb	 1.0000	 3.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0439	 185.9415	 0.1432	 NaN	 
m17c46r1.htb	 1.0000	 3.0000	 2.0000	 90.0000	 1.0000	 90.0000	 0.0000	 257.1735	 -0.1974	 0.6534	 
m17c46r1.htb	 2.0000	 3.0000	 1.0000	 106.7056	 0.0000	 106.7056	 0.0439	 79.2359	 0.0319	 0.0021	 
m17c46r1.htb	 2.0000	 3.0000	 2.0000	 80.4585	 0.0000	 80.4585	 0.0000	 266.7150	 0.0218	 0.6531	 
m17c47r1.htb	 1.0000	 2.0000	 1.0000	 25.5068	 0.7715	 25.5068	 0.6506	 88.7314	 -0.2499	 0.1598	 
m17c47r1.htb	 1.0000	 2.0000	 2.0000	 141.8141	 0.5829	 141.8141	 0.8760	 126.9910	 0.3066	 -0.3755	 
m17c47r1.htb	 1.0000	 3.0000	 1.0000	 25.5068	 0.7715	 25.5068	 0.7858	 75.2724	 -0.1295	 -0.3611	 
m17c47r1.htb	 1.0000	 3.0000	 2.0000	 141.8141	 0.5829	 141.8141	 0.0000	 203.6334	 0.0322	 -0.4561	 
m17c47r1.htb	 2.0000	 3.0000	 1.0000	 114.2382	 0.6506	 114.2382	 0.7858	 13.4590	 0.0248	 0.6391	 
m17c47r1.htb	 2.0000	 3.0000	 2.0000	 268.8052	 0.8760	 268.8052	 0.0000	 76.6424	 0.2928	 -0.3868	 
m17c48r1.htb	 1.0000	 2.0000	 1.0000	 226.5805	 0.7606	 226.5805	 0.0725	 4.4764	 -0.1047	 -0.3802	 
m17c48r1.htb	 1.0000	 2.0000	 2.0000	 308.1318	 0.6971	 308.1318	 0.0000	 72.6735	 -0.0981	 -0.0507	 
m17c48r1.htb	 1.0000	 3.0000	 1.0000	 226.5805	 0.7606	 226.5805	 1.0000	 226.5805	 0.1090	 NaN	 
m17c48r1.htb	 1.0000	 3.0000	 2.0000	 308.1318	 0.6971	 308.1318	 0.5213	 96.5463	 -0.0218	 0.3611	 
m17c48r1.htb	 2.0000	 3.0000	 1.0000	 231.0569	 0.0725	 231.0569	 1.0000	 231.0569	 -0.1094	 NaN	 
m17c48r1.htb	 2.0000	 3.0000	 2.0000	 235.4583	 0.0000	 235.4583	 0.5213	 23.8727	 0.0428	 0.0712	 
m18c108r1.htb	 1.0000	 2.0000	 1.0000	 275.9151	 0.7987	 275.9151	 0.1034	 87.0987	 0.4463	 0.0182	 
m18c108r1.htb	 1.0000	 2.0000	 2.0000	 253.4889	 0.7322	 253.4889	 0.0000	 82.4572	 0.4651	 -0.4028	 
